Time;Open;High;Low;Close;ATR;VolumeTick;RSI 14;EMA 50;EMA 200;VWAP Mensile;Delta CloseVWAP;
07/12/2020;12567,5;12653,1;12502,2;12641,4;147,21;154986;71,68;11887,97;10663,57;12525,07;116,33;
08/12/2020;12646,6;12650;12335,9;12376,1;156,1;177276;58,62;11907,11;10680,61;12501,5;-125,4;
09/12/2020;12313;12449,9;12219,8;12361,9;167,27;202286;58,01;11924,95;10697,34;12480,16;-118,26;
10/12/2020;12374,8;12386,9;12235,9;12349,3;164,44;181298;57,44;11941,59;10713,77;12464,38;-115,08;
13/12/2020;12402,5;12545,6;12399,6;12516,8;162,49;177702;62,69;11964,15;10731,72;12469,92;46,88;
14/12/2020;12466;12579,8;12460;12571,4;165,68;167460;64,24;11987,96;10750,02;12479,11;92,29;
15/12/2020;12615,5;12679,8;12570,3;12679,1;166,79;163296;67,14;12015,06;10769,22;12495,34;183,76;
16/12/2020;12707,4;12760,1;12682,1;12728,4;161,59;155211;68,4;12043,04;10788,71;12512,02;216,38;
17/12/2020;12722,4;12785,4;12651,9;12661,7;155,54;168975;64,78;12067,3;10807,35;12522,85;138,85;
20/12/2020;12742,5;12744,5;12463,1;12684,8;159,89;265692;65,46;12091,51;10826,03;12539,38;145,42;
21/12/2020;12650,7;12762,1;12600,6;12704,7;160,14;203580;66,07;12115,56;10844,72;12551,37;153,33;
22/12/2020;12728;12743,6;12655,7;12708,8;159,94;176607;66,2;12138,83;10863,27;12560,69;148,11;
23/12/2020;12676,1;12730,2;12661,4;12707,3;158,86;104498;66,1;12161,12;10881,62;12565,66;141,64;
27/12/2020;12780,3;12856,6;12746,6;12854;159,65;145182;70,82;12188,29;10901,24;12578,61;275,39;
28/12/2020;12893,2;12924,6;12814,1;12849,3;156,76;161554;70,48;12214,21;10920,63;12591,49;257,81;
29/12/2020;12884,4;12914,2;12825,7;12853,9;140,65;155724;70,63;12239,3;10939,86;12603;250,9;
30/12/2020;12854,1;12868;12801,5;12846,5;128,96;132914;70,02;12263,11;10958,83;12611,79;234,71;
03/01/2021;12895,5;12962,2;12530,2;12675,6;149,04;205960;57,67;12279,29;10975,92;12742,63;-67,03;
04/01/2021;12717,6;12812,5;12619,6;12782,8;148,79;212694;62,18;12299,03;10993,9;12758,12;24,68;
05/01/2021;12640,1;12808,1;12500,6;12696,7;162,2;255560;56,93;12314,63;11010,84;12738,67;-41,97;
06/01/2021;12755;12932,1;12670,4;12926,7;173,07;208774;65,34;12338,63;11029,9;12777,31;149,39;
07/01/2021;12979,2;13075,4;12937,6;13053,8;177,91;207858;68,95;12366,68;11050,04;12824,28;229,52;
10/01/2021;13038,2;13082,3;12902,2;12950,4;181,24;200336;63,19;12389,57;11068,95;12842,02;108,38;
11/01/2021;12932,9;12969,9;12779,3;12887,9;174,75;192380;59,93;12409,11;11087,05;12847,48;40,42;
12/01/2021;12936,9;13010,9;12832,1;12996,7;175,99;176754;63,46;12432,15;11106,05;12862,19;134,51;
13/01/2021;12963,3;13036,8;12930,2;12957,1;177,32;172724;61,34;12452,74;11124,47;12870,53;86,57;
14/01/2021;12868,9;12937,5;12751,2;12837,8;187,11;204956;55,34;12467,84;11141,52;12867,44;-29,64;
17/01/2021;12778,8;12823,4;12769,9;12819,1;181,3;65590;54,44;12481,61;11158,21;12866,02;-46,92;
18/01/2021;12923,2;13003,3;12858,4;12994,7;186,56;166727;60,87;12501,73;11176,48;12874,95;119,75;
19/01/2021;13069,6;13323,3;13054,1;13315,3;203,71;167140;69,37;12533,64;11197,76;12903,58;411,72;
20/01/2021;13364,2;13414,3;13290,9;13413,4;207,78;167424;71,41;12568,14;11219,81;12934,76;478,64;
21/01/2021;13358,6;13400,1;13308;13397,1;184,45;183974;70,57;12600,65;11241,48;12963,87;433,23;
24/01/2021;13468,8;13564,1;13199,7;13447,1;196,7;211190;71,67;12633,84;11263,42;12996,44;450,66;
25/01/2021;13398,7;13542,9;13397,2;13507,4;185,14;191090;72,99;12668,1;11285,75;13025,82;481,58;
26/01/2021;13564,5;13575,9;13116;13136,7;199,3;256220;55,81;12686,48;11304,17;13033,75;102,95;
27/01/2021;13032,2;13403,7;12916,6;13341,9;223,47;281785;61,25;12712,18;11324,44;13056,24;285,66;
28/01/2021;13066,5;13173,7;12843,2;12923,7;246,23;284870;48,22;12720,47;11340,36;13047,13;-123,43;
31/01/2021;12980,9;13281,2;12941,7;13259,9;258,15;238062;56,27;12741,63;11359,46;13259,9;0;
01/02/2021;13331,7;13504,7;13310,9;13499,3;262,86;204688;60,93;12771,34;11380,75;13370,58;128,72;
02/02/2021;13553,7;13591,5;13400,7;13468,4;268,88;196240;60,04;12798,68;11401,52;13400,62;67,78;
03/02/2021;13439;13522,1;13403,6;13517,6;262,64;178288;61,02;12826,87;11422,58;13426,14;91,46;
04/02/2021;13610;13644,2;13529,1;13600,3;266,83;174716;62,67;12857,2;11444,25;13456,81;143,49;
07/02/2021;13677,9;13697,8;13603,6;13648,3;260,64;163205;63,63;12888,22;11466,18;13483,87;164,43;
08/02/2021;13678,6;13742,8;13641,1;13712,9;244,43;154384;64,94;12920,56;11488,53;13510,87;202,03;
09/02/2021;13746,1;13776,1;13525,7;13688,3;253,5;190420;63,99;12950,67;11510,42;13533,39;154,91;
10/02/2021;13665,5;13749,8;13631,2;13696,2;254,44;183304;64,17;12979,91;11532,17;13551,12;145,08;
11/02/2021;13716,9;13762,7;13652,8;13749,9;236,26;162634;65,44;13010,1;11554,24;13568,63;181,27;
14/02/2021;13842,9;13884,1;13837,5;13877,9;235,44;50960;68,32;13044,13;11577,36;13576,94;300,96;
15/02/2021;13890,1;13890,9;13722,6;13779,9;214,61;181028;63,93;13072,99;11599,27;13594,62;185,28;
16/02/2021;13775,3;13787;13550,2;13667,3;196,74;207138;59,23;13096,29;11619,85;13601,21;66,09;
17/02/2021;13633,6;13657,5;13473,3;13648,1;174,97;212786;58,44;13117,93;11640,03;13605,21;42,89;
18/02/2021;13632,9;13731,8;13539,3;13594,6;163,19;206728;56,19;13136,63;11659,48;13604,4;-9,8;
21/02/2021;13532,6;13537,4;13286,9;13337,3;167,68;235290;46,85;13144,5;11676,18;13583,02;-245,72;
22/02/2021;13303,5;13317,9;12762,8;13130,6;195,09;287296;40,96;13143,95;11690,65;13542,74;-412,14;
23/02/2021;13064;13299;12963,6;13243,1;210,58;269380;45,01;13147,84;11706,09;13519,66;-276,56;
24/02/2021;13358,1;13358,3;12809,9;12918,7;240,71;290244;37,11;13138,85;11718,16;13473,6;-554,9;
25/02/2021;12721;13096,4;12687,2;12992,9;262,97;316420;39,72;13133,13;11730,84;13436,53;-443,63;
28/02/2021;13069,9;13285,1;13038,1;13279,7;276,58;221254;48,59;13138,88;11746,26;13279,7;0;
01/03/2021;13236,8;13306,5;13105,7;13172,4;273,04;246552;45,87;13140,19;11760,45;13223,15;-50,75;
02/03/2021;13153,4;13196;12684,3;12770,3;301,11;252290;37,42;13125,69;11770,49;13064,49;-294,19;
03/03/2021;12625,5;12802,4;12312,8;12515,4;328,24;313674;33,23;13101,75;11777,91;12897,88;-382,48;
04/03/2021;12445,8;12680;12214;12674,1;351,94;314842;37,89;13084,98;11786,82;12845,64;-171,54;
07/03/2021;12524,7;12719,3;12379,7;12422,7;364,17;262058;33,86;13059,01;11793,15;12776,83;-354,13;
08/03/2021;12389,1;12860;12372,9;12836,1;382,05;248254;44,34;13050,27;11803,53;12784,74;51,36;
09/03/2021;12741,6;12993,7;12705;12818,7;388,81;261577;44,02;13041,19;11813,63;12788,93;29,77;
10/03/2021;12890,1;13120,9;12880,4;13065,3;396,65;241658;49,52;13042,13;11826,08;12817,2;248,1;
11/03/2021;12974,7;12978,9;12769,4;12913,9;395,81;217038;46,5;13037,11;11836,91;12825,34;88,56;
14/03/2021;12915,7;13084,8;12873,7;13077,8;369,85;204458;50,05;13038,7;11849,26;12843,88;233,92;
15/03/2021;13158,3;13298;13088,5;13150,5;361,62;212117;51,58;13043,09;11862,2;12865,59;284,91;
16/03/2021;13132,8;13281,9;12945,8;13197;346,46;247950;52,58;13049,12;11875,48;12890,93;306,07;
17/03/2021;13221,3;13222,2;12780,9;12793,3;348,75;286944;44,05;13039,09;11884,62;12882,99;-89,69;
18/03/2021;12825,7;12914,3;12699,8;12860,6;343,2;271294;45,64;13032,09;11894,33;12881,39;-20,79;
21/03/2021;12924,2;13168,2;12887,6;13084,4;350,83;222694;50,64;13034,14;11906,17;12892,63;191,77;
22/03/2021;13040,7;13184;12991,7;13021,6;328,01;263462;49,27;13033,65;11917,27;12900,55;121,05;
23/03/2021;13053,7;13156,2;12803,8;12803,8;318,21;253952;44,75;13024,64;11926,09;12895,14;-91,34;
24/03/2021;12829,5;12870,9;12622,2;12782,3;302,69;284246;44,31;13015,13;11934,61;12888,5;-106,2;
25/03/2021;12872,3;12989,3;12687,9;12985,9;299,96;260163;49,31;13013,99;11945,07;12893,48;92,42;
28/03/2021;12897,4;13017,2;12831,1;12955,6;278,46;260171;48,61;13011,7;11955,12;12896,5;59,1;
29/03/2021;12912,6;12937,1;12791,4;12897,3;269,57;238124;47,22;13007,21;11964,5;12896,54;0,76;
30/03/2021;12896,9;13168,6;12884,7;13103;268,26;205602;52,39;13010,97;11975,83;12903,87;199,13;
31/03/2021;13176,7;13333,9;13173;13328,7;263,62;201484;57,32;13023,43;11989,29;13328,7;0;
01/04/2021;13363,7;13399,9;13355,3;13360,3;253,63;24072;57,97;13036,64;12002,93;13332,07;28,23;
04/04/2021;13332,3;13625,9;13320,5;13593,1;259,71;154232;62,55;13058,46;12018,75;13438,08;155,02;
05/04/2021;13573,2;13662,7;13533,2;13580,4;244,96;216332;62,15;13078,93;12034,29;13489,73;90,67;
06/04/2021;13606,8;13649,6;13521,9;13614,5;222,56;205950;62,83;13099,93;12050,02;13521,76;92,74;
07/04/2021;13723,7;13763,5;13691,9;13757,9;217,88;189306;65,64;13125,73;12067,01;13566,85;191,05;
08/04/2021;13730,6;13849,4;13657,9;13834,9;209,59;206314;67,07;13153,54;12084,6;13613,03;221,87;
11/04/2021;13822,1;13840,1;13742,5;13817,3;202,82;200834;66,39;13179,57;12101,84;13642,36;174,94;
12/04/2021;13792,2;14003,1;13786,2;13982,8;193,14;206546;69,53;13211,07;12120,56;13686,17;296,63;
13/04/2021;13980,1;14037;13782,3;13810,8;193,57;216420;62,94;13234,59;12137,38;13700,98;109,82;
14/04/2021;13861,5;14041,1;13859,8;14023,7;188,49;207098;67,1;13265,54;12156,15;13733,93;289,77;
15/04/2021;13984,4;14065,5;13961,2;14034,3;182,65;201366;67,3;13295,68;12174,83;13761,05;273,25;
18/04/2021;14039,8;14053,4;13828,5;13904,2;186,99;218932;62,37;13319,55;12192,04;13773,85;130,35;
19/04/2021;13902,9;13940;13726,7;13798,2;181,94;240534;58,6;13338,32;12208,02;13776,03;22,17;
20/04/2021;13775,3;13938,2;13710,9;13932,8;181,69;214548;61,76;13361,63;12225,18;13787,61;145,19;
21/04/2021;13925,1;13954,8;13713,6;13762,4;193,83;225576;55,94;13377,35;12240,48;13785,79;-23,39;
22/04/2021;13754,4;13990,4;13750,2;13934,4;189,17;193452;60,04;13399,19;12257,34;13794,44;139,96;
25/04/2021;13924,7;14036,7;13874,6;14018,9;191,5;187740;61,91;13423,5;12274,86;13806,45;212,45;
26/04/2021;14039,6;14049,8;13927,1;13960,3;191,14;178444;59,82;13444,55;12291,63;13813,89;146,41;
27/04/2021;13974,7;13995,9;13892,2;13906;187,91;203974;57,86;13462,64;12307,7;13818,71;87,29;
28/04/2021;14021,8;14076,8;13832,2;13968,4;191,7;214444;59,5;13482,48;12324,22;13826,53;141,87;
29/04/2021;13924,4;13969,7;13831,9;13863,9;194,57;225832;55,61;13497,43;12339,54;13828,48;35,42;
02/05/2021;13889,3;13960,1;13782;13801,6;191,8;204316;53,37;13509,36;12354,09;13834,31;-32,71;
03/05/2021;13777,6;13786,7;13391;13547,7;202,94;242072;45,35;13510,87;12365,97;13731,1;-183,4;
04/05/2021;13554,2;13677,8;13475,9;13499,7;200,91;212096;44;13510,43;12377,25;13675,6;-175,9;
05/05/2021;13528,3;13613,5;13401,1;13613,5;208,63;232810;47,94;13514,47;12389,55;13662,66;-49,16;
06/05/2021;13619,2;13825,8;13596,8;13717,6;208,92;217274;51,32;13522,44;12402,76;13671,6;46;
09/05/2021;13682,4;13695,6;13359,9;13360,7;219,24;215496;41,4;13516,09;12412,29;13628,38;-267,68;
10/05/2021;13269,3;13384,5;13072;13353,9;225,32;277702;41,24;13509,73;12421,66;13586,67;-232,77;
11/05/2021;13288,6;13345,3;12969;13006,6;235,59;279324;33,88;13490;12427,48;13509,77;-503,17;
12/05/2021;13034,9;13229;12922,8;13104,4;240,3;289764;37,27;13474,88;12434,22;13460,76;-356,36;
13/05/2021;13218,6;13430,9;13171,4;13390,9;252,04;210090;46,02;13471,59;12443,74;13455,13;-64,23;
16/05/2021;13366,3;13397,3;13192,2;13310,1;257,93;227216;44,15;13465,25;12452,36;13443,5;-133,4;
17/05/2021;13421,6;13437,4;13212,8;13215,8;266,56;202956;42;13455,47;12459,96;13428,28;-212,48;
18/05/2021;13146,8;13247,7;12960,1;13234,9;269,64;277416;42,61;13446,82;12467,67;13412,1;-177,2;
19/05/2021;13212,4;13526,1;13156,4;13490,6;286,2;218954;50,15;13448,54;12477,85;13416,96;73,64;
20/05/2021;13522,5;13572,5;13400,8;13406,7;285,74;210634;47,92;13446,9;12487,09;13416,38;-9,68;
23/05/2021;13433,6;13687,7;13430,1;13637,2;276,49;172466;53,96;13454,36;12498,53;13426,11;211,09;
24/05/2021;13730,6;13734,8;13610,7;13655,9;270,93;202906;54,43;13462,26;12510,05;13437,43;218,47;
25/05/2021;13712,3;13730,9;13659,7;13708,9;261,11;189132;55,78;13471,94;12521,98;13449,34;259,56;
26/05/2021;13652,3;13725;13623;13670,4;252,04;201722;54,51;13479,72;12533,4;13459,23;211,17;
27/05/2021;13678,6;13767,5;13670,7;13688,2;233,43;173684;55,02;13487,89;12544,89;13467,72;220,48;
30/05/2021;13700,2;13715,3;13655,8;13658,8;215,36;49510;53,95;13494,6;12555,98;13469,72;189,08;
31/05/2021;13710,8;13777;13597,5;13652,5;200,69;186188;53,71;13500,79;12566,89;13652,5;0;
01/06/2021;13644,1;13715,5;13606,4;13680,2;186,61;189332;54,67;13507,82;12577,97;13666,47;13,73;
02/06/2021;13662,6;13669,6;13464,4;13531,2;178,7;223540;48,8;13508,74;12587,45;13615,99;-84,79;
03/06/2021;13519,1;13783,4;13503,4;13767,4;184,05;189956;56,73;13518,88;12599,19;13652,44;114,96;
06/06/2021;13736,9;13810,6;13690,8;13806,7;176,56;187378;57,9;13530,17;12611,21;13682,05;124,65;
07/06/2021;13828,9;13918,6;13742,5;13812,3;168,6;206150;58,07;13541,24;12623,16;13704,75;107,55;
08/06/2021;13824,5;13904,4;13808,6;13812,1;149,04;182268;58,07;13551,86;12634,99;13719,09;93,01;
09/06/2021;13801,9;13965;13726,4;13958,5;153,81;207808;62,73;13567,8;12648,16;13750,73;207,77;
10/06/2021;13969;13998;13933,3;13996,2;138,36;169604;63,85;13584,6;12661,57;13774,62;221,58;
13/06/2021;14016,9;14126,9;13965,2;14126,8;141,05;163748;67,48;13605,87;12676,15;13804,88;321,92;
14/06/2021;14146,9;14159,9;14008,7;14023,1;146,49;175808;62,14;13622,23;12689,55;13823,31;199,79;
15/06/2021;14045,7;14102,7;13837,3;13976,3;158,16;187037;59,84;13636,11;12702,36;13835,92;140,38;
16/06/2021;13900,7;14206,8;13874,3;14163,5;174,98;235560;65,36;13656,8;12716,89;13866,73;296,77;
17/06/2021;14197,4;14203,8;14021,2;14046,1;183,77;239780;59,81;13672,06;12730,12;13882,4;163,7;
20/06/2021;14067;14152,8;13968,8;14137,7;184,09;243234;62,49;13690,32;12744,13;13903,19;234,51;
21/06/2021;14131,3;14290,8;14075;14272,9;191,71;217614;66,08;13713,17;12759,34;13928,29;344,61;
22/06/2021;14302,5;14327,1;14243,6;14274,8;182,26;200020;66,13;13735,19;12774,42;13948,65;326,15;
23/06/2021;14308,7;14432,1;14306,7;14365,2;173,5;192876;68,47;13759,9;12790,25;13970,98;394,22;
24/06/2021;14368,6;14403,8;14324,2;14346,9;170,63;185682;67,45;13782,92;12805,74;13989,43;357,47;
27/06/2021;14366,2;14527,9;14361,8;14521,4;170,98;186874;71,75;13811,88;12822,81;14014,47;506,93;
28/06/2021;14485,1;14576,4;14476,2;14572,8;171,29;183384;72,89;13841,72;12840,22;14039,11;533,69;
29/06/2021;14583,6;14599,3;14526,4;14561,3;159,46;200286;72,19;13869,94;12857,34;14063,13;498,17;
30/06/2021;14559;14613,7;14480,9;14559,6;164,32;214682;72,08;13896,98;12874,28;14559,6;0;
01/07/2021;14539,8;14736,6;14535,8;14721,2;167,11;193508;75,85;13929,31;12892,66;14636,21;84,99;
04/07/2021;14700,4;14719,9;14681,9;14700,7;159,12;66194;74,48;13959,56;12910,65;14645,21;55,49;
05/07/2021;14705;14796,2;14635,1;14785,7;151,67;220650;76,39;13991,95;12929,31;14689,81;95,89;
06/07/2021;14789,5;14892,6;14736,9;14814,6;139,04;217048;77,02;14024,22;12948,07;14719,51;95,09;
07/07/2021;14772,5;14778;14551,1;14717,5;144,82;296896;70,24;14051,4;12965,67;14719,01;-1,51;
08/07/2021;14706,4;14839,8;14677,2;14815,7;143,29;217124;72,84;14081,38;12984,08;14733,73;81,97;
11/07/2021;14823,4;14896,5;14792,7;14880,3;135,29;193602;74,43;14112,71;13002,95;14751,25;129,05;
12/07/2021;14873,3;15003,5;14804,8;14872,3;143,52;205478;73,85;14142,49;13021,55;14764,88;107,42;
13/07/2021;14867;15003,1;14862,9;14896,6;142,3;219000;74,5;14172,07;13040,21;14778,99;117,61;
14/07/2021;14927;14969,2;14717,4;14795,6;154,6;246982;67,09;14196,52;13057,67;14780,78;14,82;
15/07/2021;14793,6;14876,1;14666,1;14679,3;156,67;225534;59,73;14215,45;13073,81;14771,69;-92,39;
18/07/2021;14667;14673;14453,2;14546,7;165,66;285292;52,64;14228,44;13088,46;14748,78;-202,08;
19/07/2021;14636,9;14790,7;14523,2;14734,1;179,56;246392;59,89;14248,27;13104,84;14747,59;-13,49;
20/07/2021;14737,6;14841,2;14676,5;14841,2;181,84;223942;63,34;14271,52;13122,12;14754;87,2;
21/07/2021;14876,8;14941,6;14839,9;14941,3;174,76;205986;66,27;14297,79;13140,22;14765,09;176,21;
22/07/2021;14995,6;15126,9;14945,8;15109,4;185,21;193978;70,52;14329,62;13159,81;14783,28;326,12;
25/07/2021;15109,8;15142,1;15048;15126,7;180,43;204193;70,92;14360,88;13179,38;14801,37;325,33;
26/07/2021;15107,9;15139;14785,6;14958,4;194,55;239866;61,98;14384,31;13197,08;14810,52;147,88;
27/07/2021;14938,8;15084,9;14913,4;15021,9;187,98;238616;63,83;14409,31;13215,24;14822,1;199,8;
28/07/2021;15012,6;15094,4;14970,6;15050,1;185,21;203414;64,66;14434,44;13233,5;14832,27;217,83;
29/07/2021;14842,3;14990,2;14834,7;14967,4;193,18;232222;60,32;14455,34;13250,75;14838,83;128,57;
01/08/2021;15048,1;15065,7;14945,1;14966,8;187,6;216566;60,28;14475,4;13267,83;14967,11;-0,31;
02/08/2021;15000,5;15061,3;14862,1;15060,8;191,81;210302;63,51;14498,35;13285,67;14997;63,8;
03/08/2021;15077,5;15122,3;15010;15086,1;181,85;206580;64,35;14521,4;13303,58;15018,27;67,83;
04/08/2021;15088,8;15183,8;15085,3;15179,3;173,89;179680;67,33;14547,2;13322,25;15045,95;133,35;
05/08/2021;15158,5;15168,6;15061,1;15108,2;166,18;185271;63;14569,2;13340,02;15055,32;52,88;
08/08/2021;15057,5;15157;15056,5;15137,9;154,25;178098;64,04;14591,51;13357,91;15065,76;72,14;
09/08/2021;15129,6;15168,3;15007,7;15057,7;153,96;177614;59,2;14609,79;13374,82;15064,86;-7,16;
10/08/2021;15047,6;15130,6;14971,9;15028,1;158,03;201546;57,48;14626,19;13391,27;15060,71;-32,61;
11/08/2021;14997,2;15099,4;14949;15089,5;155,51;168354;60,08;14644,36;13408,17;15063,19;26,31;
12/08/2021;15089,9;15150,9;15064;15133,7;155;151586;61,88;14663,55;13425,34;15068,26;65,44;
15/08/2021;15099,9;15142,1;14924,3;15141,6;145,31;197168;62,21;14682,3;13442,41;15074,53;67,07;
16/08/2021;15103,8;15105,8;14906,9;15007,9;149,83;232676;53,75;14695,07;13457,99;15068,42;-60,52;
17/08/2021;15016;15042,9;14846,2;14852,2;155,04;212676;45,92;14701,23;13471,86;15051,7;-199,5;
18/08/2021;14737,3;15002,7;14713,2;14934,8;160,33;282262;50,08;14710,39;13486,42;15040,82;-106,02;
19/08/2021;14906,9;15101,7;14853,3;15089,2;169,46;229568;56,76;14725,24;13502,37;15044,23;44,97;
22/08/2021;15144;15340,2;15117,8;15306,9;173,16;163406;64,07;14748,05;13520,32;15056,76;250,14;
23/08/2021;15382,4;15384,2;15311,5;15358,9;170,66;168772;65,57;14772,01;13538,62;15070,94;287,96;
24/08/2021;15366,6;15400,2;15336,4;15370,7;168,18;170694;65,92;14795,49;13556,85;15084,53;286,17;
25/08/2021;15319,8;15370,2;15261,7;15279,6;167,52;210940;60,82;14814,47;13573,99;15094,88;184,72;
26/08/2021;15328,3;15446,6;15287,6;15429,2;172,27;160098;65,53;14838,58;13592,45;15107,82;321,38;
29/08/2021;15439,9;15622,1;15433,1;15603,7;174,58;143476;70,06;14868,58;13612,46;15124,45;479,25;
30/08/2021;15670,9;15673,6;15523,2;15585,8;173,99;208026;69,06;14896,71;13632,1;15145,84;439,96;
31/08/2021;15646,2;15700,5;15588,8;15610,7;171,44;176414;69,71;14924,71;13651,78;15610,7;0;
01/09/2021;15628;15681,8;15552,7;15601,7;174,45;180988;69,14;14951,26;13671,19;15606,14;-4,44;
02/09/2021;15619,1;15675,8;15551,5;15650,7;167,77;178236;70,54;14978,69;13690,88;15620,97;29,73;
05/09/2021;15686,8;15707,6;15684;15700,4;155,07;46970;71,93;15006,99;13710,88;15627,37;73,03;
06/09/2021;15686,5;15701,8;15607,1;15674,9;147,79;187464;70,1;15033,18;13730,42;15638,94;35,96;
07/09/2021;15663,3;15678,4;15524,6;15619,7;138,09;227494;66,18;15056,18;13749,22;15634,55;-14,85;
08/09/2021;15566,2;15675,5;15546,1;15556,7;129,59;218026;61,93;15075,81;13767,21;15620,59;-63,89;
09/09/2021;15592;15667,5;15434,6;15441,6;128,3;188642;54,98;15090,16;13783,87;15596,55;-154,95;
12/09/2021;15483,8;15565,7;15349,5;15436,6;138,22;207400;54,69;15103,74;13800,31;15575,96;-139,36;
13/09/2021;15429,6;15527,7;15349,4;15386,6;146,4;204426;51,77;15114,83;13816,09;15554,65;-168,05;
14/09/2021;15414,5;15520,3;15314;15503,9;153,35;191784;57,5;15130,09;13832,89;15549,8;-45,9;
15/09/2021;15477,4;15541,1;15368,7;15516,7;153,74;185656;58,08;15145,25;13849,64;15547;-30,3;
16/09/2021;15529;15535,3;15291,6;15334,8;157,36;217262;47,98;15152,69;13864,42;15527,87;-193,07;
19/09/2021;15220,4;15238,2;14818,6;15018,5;183,49;269016;36,2;15147,42;13875,9;15476,74;-458,24;
20/09/2021;15079,4;15171,5;14988,7;15032,2;188,36;234984;36,92;15142,9;13887,41;15440,9;-408,7;
21/09/2021;15093,1;15235,6;15025,9;15177,9;194,11;208568;44,16;15144,28;13900,25;15423,34;-245,44;
22/09/2021;15226,4;15357;15184,3;15320,1;198,03;220874;50,18;15151,17;13914,38;15416,52;-96,42;
23/09/2021;15262,3;15348,9;15187,2;15333,3;205,51;221369;50,71;15158,31;13928,5;15411,35;-78,05;
26/09/2021;15380;15388,6;15099,8;15206,3;219,38;225420;45,67;15160,2;13941,21;15399,16;-192,86;
27/09/2021;15089,8;15096;14756,3;14778,6;240,54;279642;33,57;15145,23;13949,54;15356,53;-577,93;
28/09/2021;14874,5;14938,1;14725,4;14750,3;246,49;246324;32,95;15129,74;13957,51;15321,94;-571,64;
29/09/2021;14862,4;14894,3;14690,8;14690,8;244,39;265158;31,62;15112,53;13964,81;15285,42;-594,62;
30/09/2021;14594,3;14830,7;14550,7;14769,8;248,94;269074;35,34;15099,09;13972,82;14769,8;0;
03/10/2021;14683,4;14746;14381,8;14474,9;263,92;271580;29;15074,61;13977,81;14621,67;-146,77;
04/10/2021;14501,5;14766,8;14478;14665,4;270,04;233988;36,88;15058,56;13984,66;14634,88;30,52;
05/10/2021;14592,4;14776,3;14435,1;14771,4;282,09;285880;40,82;15047,3;13992,48;14671,68;99,72;
06/10/2021;14898,9;15010,3;14871,2;14888,2;281,75;213474;44,9;15041,06;14001,4;14707,96;180,24;
07/10/2021;14892,5;15004,5;14803,4;14817,6;259,24;231792;42,97;15032,3;14009,52;14724,84;92,76;
10/10/2021;14757;14908,8;14693;14712,1;261,6;227282;40,19;15019,74;14016,51;14723,17;-11,07;
11/10/2021;14613,6;14795,2;14599,1;14662,3;260,63;234012;38,91;15005,73;14022,93;14715,93;-53,63;
12/10/2021;14641,9;14806,1;14603,9;14777;262,28;230748;43,38;14996,76;14030,44;14722,34;54,66;
13/10/2021;14884,7;15058,7;14859,5;15051,2;270,85;181202;52,35;14998,89;14040,59;14747,39;303,81;
14/10/2021;15088,9;15151,3;15046;15150,1;257,74;190800;55,12;15004,82;14051,63;14777,29;372,81;
17/10/2021;15084;15307,8;15051,8;15307,5;243,89;196318;59,17;15016,69;14064,13;14814,92;492,58;
18/10/2021;15334,3;15417,4;15311;15412,9;236,54;175458;61,67;15032,23;14077,55;14850,58;562,32;
19/10/2021;15387,3;15459,6;15332,4;15389,9;231,09;191132;60,8;15046,26;14090,61;14883,49;506,41;
20/10/2021;15321,1;15495,9;15313,3;15495,2;224,14;185238;63,36;15063,86;14104,58;14917,64;577,56;
21/10/2021;15422,1;15475,1;15286,5;15354,8;211,33;204483;57,92;15075,27;14117,02;14943,02;411,78;
24/10/2021;15396,4;15553,4;15337,1;15510,1;205,93;194972;61,82;15092,32;14130,89;14972,76;537,34;
25/10/2021;15596,1;15711,8;15514,3;15552,2;195,96;213382;62,83;15110,36;14145,03;15004,21;547,99;
26/10/2021;15579,2;15727,6;15517,9;15600,7;193,88;229260;64,01;15129,59;14159,51;15037,09;563,61;
27/10/2021;15605;15785,7;15602,2;15785,7;192,73;231974;68,15;15155,32;14175,69;15076,63;709,07;
28/10/2021;15651,8;15857,2;15607,7;15848,1;195,14;240912;69,43;15182,48;14192,33;15116,74;731,36;
31/10/2021;15879,7;15924,8;15780,2;15909,4;191,46;192724;70,67;15210,99;14209,42;15909,4;0;
01/11/2021;15901,7;15991,9;15863,7;15975,1;186,17;192538;71,99;15240,96;14226,99;15942,23;32,87;
02/11/2021;15968,3;16157,2;15947,7;16142,1;181,01;190744;75,05;15276,29;14246,04;16008,42;133,68;
03/11/2021;16177,4;16387,6;16168,4;16345,6;191,03;200068;78,19;15318,23;14266,94;16095,34;250,26;
04/11/2021;16340,9;16459,1;16301,4;16364,4;184,01;215802;78,46;15359,25;14287,81;16153,88;210,52;
07/11/2021;16300,3;16402,1;16297,3;16376,1;183,64;181616;78,63;15399,13;14308,59;16188,27;187,83;
08/11/2021;16326,8;16400,1;16167,5;16225,3;191,17;199264;70,6;15431,53;14327,66;16193,65;31,65;
09/11/2021;16214,6;16247,8;15904,2;15928,9;202,67;229876;58,04;15451,03;14343,59;16155,67;-226,77;
10/11/2021;16027,4;16118,5;16002,3;16046,8;201,31;189482;61,01;15474,4;14360,54;16144,16;-97,36;
11/11/2021;16045;16208;16009,4;16180,7;200,04;179156;64,12;15502,1;14378,65;16147,48;33,22;
