Time;Open;High;Low;Close;ATR;VolumeTick;RSI 14;EMA 50;EMA 200;VWAP Mensile;VixFix;Delta CloseVWAP
04/08/2022;32791,8;32825,3;32476,8;32805,6;442,01;187078;62,53;31972,57;33118,26;32703,23;1,175482532;102,37
07/08/2022;32872,3;33111,1;32762,1;32831,6;411,53;176738;62,83;32006,26;33115,41;32723,4;0,307335583;108,2
08/08/2022;32872,3;32901,3;32701,1;32776,6;402,39;170652;61,71;32036,46;33112,04;32730,4;0,492954104;46,2
09/08/2022;32755,3;33364,1;32713,8;33295,1;412,12;169274;67,58;32085,82;33113,86;32795,66;1,74590255;499,44
10/08/2022;33368,9;33652,1;33283,1;33331,1;403,73;208872;67,94;32134,66;33116,02;32862,48;0,144009649;468,62
11/08/2022;33404,3;33760,1;33387,1;33752,1;414,23;147400;71,95;32198,09;33122,35;32934,48;1,081414193;817,62
14/08/2022;33671,8;33956,1;33516,8;33907,1;424,79;139398;73,27;32265,11;33130,16;33003,64;1,151086351;903,46
15/08/2022;33870,3;34288,1;33819,8;34155,6;416,7;160430;75,28;32339,24;33140,36;33090,77;0,983147712;1064,83
16/08/2022;34134,3;34166,1;33827,1;33978,1;395,16;186828;71,16;32403,51;33148,7;33162,61;0,961774936;815,49
17/08/2022;33941,4;34067,8;33838,1;34010,6;381,46;194206;71,47;32466,54;33157,28;33228,43;0,929569382;782,17
18/08/2022;33838,3;33892,8;33626,6;33712,1;384,54;174834;64,64;32515,38;33162,8;33260,02;1,548794341;452,08
21/08/2022;33554,3;33591,8;33005,1;33066,1;405,54;171402;52,86;32536,98;33161,83;33248,35;3,368408109;-182,25
22/08/2022;32957,3;33180,8;32853,1;32905,1;392,76;192948;50,4;32551,41;33159,28;33226,57;3,813430301;-321,47
23/08/2022;32847,8;33096,1;32759,3;32967,6;398,41;170272;51,35;32567,74;33157,37;33212,84;4,088055839;-245,24
24/08/2022;33022,9;33300,1;32886,1;33300,1;403,09;199656;56,15;32596,46;33158,79;33217,95;3,716813641;82,15
25/08/2022;33262,8;33463,8;32273,1;32283,6;463,21;201116;42,38;32584,19;33150,08;33165,93;5,511541299;-882,33
28/08/2022;32110,3;32325,1;31967,1;32094,6;474,49;198852;40,39;32564,99;33139,58;33110,03;6,40744124;-1015,43
29/08/2022;32179,3;32368,3;31642,1;31792,6;479,91;200684;37,38;32534,7;33126,18;33044,12;7,358968954;-1251,52
30/08/2022;31930,8;31963,1;31517,1;31517,1;485,41;222692;34,83;32494,79;33110,17;32963,82;7,724941152;-1446,72
31/08/2022;31412,9;31673,6;31217,6;31662,6;487,34;245902;37,27;32462,16;33095,76;32892,4;8,601810538;-1229,8
01/09/2022;31657,8;32029,6;31182,1;31320,1;516,49;203376;34,04;32417,37;33078,1;32824,13;8,705746642;-1504,03
04/09/2022;31426,3;31466,3;31327,3;31430,1;493,49;93598;35,96;32378,65;33061,7;32796,82;8,280633337;-1366,72
05/09/2022;31443,3;31592,3;31043,6;31161,6;508,46;217692;33,41;32330,93;33042,79;32725,55;9,111243837;-1563,95
06/09/2022;31116,3;31645,6;31034,3;31585,6;535,72;197264;40,58;32301,7;33028,29;32682,24;9,138472169;-1096,64
07/09/2022;31581,9;31789,1;31301,1;31765,4;543,15;230316;43,36;32280,67;33015,73;32643,3;8,35734111;-877,9
08/09/2022;31827,4;32228,1;31825,9;32163,6;525,7;146262;49,06;32276,08;33007,25;32630,7;6,820843434;-467,1
11/09/2022;32204,8;32501,6;32177,3;32384,6;526,44;148094;51,94;32280,33;33001,05;32624,33;5,792022392;-239,73
12/09/2022;32490,8;32667,3;31017,6;31089,6;620,21;167056;38,26;32233,64;32982,03;32580,75;9,187366054;-1491,15
13/09/2022;31173,3;31280,1;30878,6;31139,1;619,32;217254;38,92;32190,71;32963,69;32529,42;9,594327138;-1390,32
14/09/2022;31203,4;31279,1;30873,6;30961,1;563,24;206006;37,37;32142,49;32943,77;32478,2;9,223594997;-1517,1
15/09/2022;30764,8;30870,1;30543,3;30827,6;567,51;183608;36,2;32090,93;32922,71;32431,5;10,19476281;-1603,9
18/09/2022;30707,3;31033,1;30490,3;31023,1;554,41;193778;39,2;32049,05;32903,81;32390,68;9,556806013;-1367,58
19/09/2022;31079,3;31157,3;30465,1;30708,6;571,99;206408;36,25;31996,49;32881,97;32340,29;8,513487947;-1631,69
20/09/2022;30641,3;31021,6;30185,6;30187,1;599,14;199714;31,96;31925,53;32855,15;32279,65;9,352824766;-2092,55
21/09/2022;30032,9;30408,3;29989,1;30065,1;568,54;272012;31,03;31852,57;32827,39;32197,83;9,942913084;-2132,73
22/09/2022;30000,3;30005,3;29244,1;29610,6;616,74;238826;27,8;31764,65;32795,38;32116,55;12,1801436;-2505,95
25/09/2022;29397,3;29664,3;29159,1;29272,6;613,64;253094;25,66;31666,92;32760,33;32024,91;9,959980979;-2752,31
26/09/2022;29507,8;29660,6;28955,1;29145,6;620,36;236138;24,89;31568,05;32724,36;31940,88;10,58991002;-2795,28
27/09/2022;28963,3;29816,6;28822,8;29684,6;656,49;258760;34;31494,19;32694,12;31870,95;10,99843753;-2186,35
28/09/2022;29639,4;29714,9;28994,1;29215,1;674,93;280576;30,53;31404,81;32659,5;31784,61;10,46948241;-2569,51
29/09/2022;29277,8;29494,8;28714,6;28763,6;706,51;257978;27,61;31301,23;32620,73;31696,92;11,33254695;-2933,32
02/10/2022;28817,8;29647,1;28719,8;29477,6;654,91;227102;37,75;31229,72;32589,46;29097,88;11,31648994;379,72
03/10/2022;29760,8;30322,6;29737,3;30313,6;686,59;226576;47,09;31193,79;32566,81;29484,94;8,174564453;828,66
04/10/2022;30161,3;30456,1;29877,6;30252,6;698,95;209176;46,54;31156,88;32543,79;29659,32;7,741333844;593,28
05/10/2022;30370,9;30422,4;29856,1;29931,1;709,56;247040;43,65;31108,81;32517,79;29716,81;7,807723424;214,29
06/10/2022;29818,8;30058,3;29143,1;29318,6;736,16;220544;38,72;31038,61;32485,96;29653,56;10,00938718;-334,96
09/10/2022;29156,3;29490,1;29011,6;29200,6;720,89;220168;37,84;30966,53;32453,27;29591,56;10,41544438;-390,96
10/10/2022;28993,8;29612,6;28898,8;29217,1;712,16;249594;38,05;30897,93;32421,07;29541,26;10,76375808;-324,16
11/10/2022;29401,8;29459,3;29132,1;29212,1;705,59;240720;38,01;30831,81;32389,14;29503,51;6,445272985;-291,41
12/10/2022;29275,9;30179,6;28628,3;30037,1;757,76;283492;48,3;30800,65;32365,73;29567;8,063174594;470,1
13/10/2022;30206,8;30433,3;29612,1;29681,6;780,33;270614;44,84;30756,77;32339,03;29578,69;4,548223743;102,91
16/10/2022;29868,8;30320,1;29801,3;30201,6;775,54;224006;50,43;30734,99;32317,76;29627,19;3,938355612;574,41
17/10/2022;30594,3;30837,3;30295,1;30548,1;749,96;245332;53,79;30727,66;32300,15;29699,55;2,346638473;848,55
18/10/2022;30539,8;30661,6;30221,7;30432,7;729,9;248702;52,51;30716,1;32281,57;29753,64;1,585549325;679,06
19/10/2022;30340,5;30818,2;30255,8;30312,8;714,34;311148;51,15;30700,28;32261,98;29800,89;0,956851654;511,91
20/10/2022;30290,3;31120,6;30064,3;31084,6;723,56;255888;58,58;30715,35;32250,26;29884,3;3,282332731;1200,3
23/10/2022;31130,8;31600,1;30881,3;31513,6;714,54;255704;62,03;30746,66;32242,93;29983,64;2,006435317;1529,96
24/10/2022;31543,8;31876,1;31306,3;31857,6;713,92;212270;64,58;30790,22;32239,1;30073,93;1,730513284;1783,67
25/10/2022;31777,8;32175,1;31716,3;31838,6;706,24;237966;64,33;30831,34;32235,11;30164,35;0,443536236;1674,25
26/10/2022;31998,9;32383,6;31912,3;32035,6;679,8;287724;65,84;30878,56;32233,13;30273,52;0,384884316;1762,08
27/10/2022;31914,8;32896,6;31851,3;32865,1;720,29;219588;71,37;30956,47;32239,42;30383,99;3,084731219;2481,11
30/10/2022;32833,3;32886,1;32589,1;32754,1;690,51;194892;69,74;31026,96;32244,54;30470,39;0,839796623;2283,71
31/10/2022;32901,3;32999,3;32480,1;32650,1;704,23;213322;68,18;31090,61;32248,57;32650,1;1,171455434;0
01/11/2022;32677,8;33076,1;32133,1;32142,6;660,78;210670;60,98;31131,87;32247,52;32397,94;2,227286696;-255,34
02/11/2022;32181,9;32243,4;31709,6;31991,1;640,25;276252;58,97;31165,56;32244,97;32237,44;3,515887674;-246,34
03/11/2022;32097,3;32606,6;31851,3;32418,6;648,59;255716;62,7;31214,7;32246,7;32285,9;3,084731219;132,7
06/11/2022;32385,4;32854,1;32254,3;32806,1;646,03;203736;65,73;31277,11;32252,26;32377,29;1,85850644;428,81
07/11/2022;32837,9;33360,1;32753,3;33067,1;657,95;184584;67,64;31347,31;32260,37;32472,01;0,948979499;595,09
08/11/2022;33063,9;33188,3;32561,6;32588,1;662,54;219708;60,93;31395,96;32263,63;32488,31;1,528709805;99,79
09/11/2022;32562,4;33596,1;32509,9;33587,1;664,68;240752;68,05;31481,89;32276,8;32634,89;3,20718371;952,21
10/11/2022;33901,9;33968,3;33393,1;33779,6;654,42;212014;69,21;31572;32291,75;32755,23;1,144181695;1024,37
13/11/2022;33679,4;33965,6;33601,8;33830,1;639,71;166366;69,53;31660,55;32307,06;32837,14;0,674842817;992,96
14/11/2022;33682,9;34010,3;33313,1;33617,6;656,74;220622;66,46;31737,3;32320,1;32908,77;1,528224865;708,83
15/11/2022;33649,9;33703,9;33456,8;33614,6;635,46;197436;66,41;31810,92;32332,98;32962,35;1,103455207;652,25
16/11/2022;33578,9;33688,3;33146,3;33480,1;599,51;225512;64,33;31876,38;32344,39;33003,65;2,02127691;476,45
17/11/2022;33463,9;33810,6;33425,8;33638,6;605,78;188136;65,7;31945,48;32357,27;33043,28;1,19508958;595,32
20/11/2022;33644,9;33865,1;33554,6;33732,6;590,87;170506;66,52;32015,57;32370,96;33080,18;0,81436354;652,42
21/11/2022;33681,9;34062,1;33627,3;34054,1;554,57;152568;69,22;32095,51;32387,7;33124,69;1,253299896;929,41
22/11/2022;34107,9;34262,6;34002,1;34212,6;535,05;150876;70,49;32178,53;32405,86;33171,74;0,615270397;1040,86
23/11/2022;34250,9;34288,8;34211,3;34255,6;486,64;74418;70,84;32259,98;32424,27;33194,38;0,129321921;1061,22
24/11/2022;34239,9;34385,1;34191,8;34374,1;457,6;99188;71,83;32342,89;32443,67;33226,33;0,530341158;1147,77
27/11/2022;34217,4;34303,6;33855,1;33863,1;451,33;149418;62,02;32402,51;32457,79;33251,29;1,509857713;611,81
28/11/2022;33904,9;33970,3;33659,1;33800,6;428,79;157096;60,93;32457,33;32471,15;33273,03;2,08005446;527,57
29/11/2022;33847,9;34262,6;33576,6;34254,1;400,21;169038;65,67;32527,8;32488,89;33313,11;2,320060743;940,99
30/11/2022;34536,9;34657,8;34120,1;34423,6;397,53;204298;67,27;32602,14;32508,15;34423,6;0,88166258;0
01/12/2022;34348,9;34420,1;33888,3;34407,1;409,78;170626;66,94;32672,92;32527,04;34416,09;1,555037823;-8,99
04/12/2022;34397,9;34399,9;33850,6;33906,6;399,73;159328;57,78;32721,3;32540,77;34264,15;1,664555712;-357,55
05/12/2022;33975,9;34029,8;33418,1;33467,6;425,77;171240;51,16;32750,57;32549,99;34070,81;2,920961201;-603,21
06/12/2022;33599,9;33776,1;33429,3;33562,1;411,83;189612;52,42;32782,39;32560,06;33963,05;2,888425383;-400,95
07/12/2022;33505,9;33893,1;33501,4;33693,1;412,32;202468;54,19;32818,11;32571,33;33913,25;2,678976051;-220,15
08/12/2022;33828,9;33926,8;33520,3;33680,1;419,18;176176;53,98;32851,91;32582,37;33881;2,624071858;-200,9
11/12/2022;33464,4;33845,1;33423,3;33837,6;418,25;144626;56,24;32890,57;32594,86;33876,58;2,905855285;-38,98
12/12/2022;34012,9;34940,8;33884,1;34061,6;478,44;218110;59,3;32936,49;32609,45;33901,24;1,567238755;160,36
13/12/2022;34197,9;34399,1;33688,6;33877,6;523,66;169824;55,84;32973,4;32622,07;33899,01;2,135163086;-21,41
14/12/2022;33991,4;34016,9;33000,1;33215,6;582,48;210490;45,56;32982,89;32627,98;33827,69;4,135244425;-612,09
15/12/2022;33247,9;33254,9;32647,1;32844,1;588,82;185364;41;32977,45;32630,13;33744,89;5,160703703;-900,79
18/12/2022;32969,9;33056,8;32575,6;32609,6;600,96;166660;38,38;32963,03;32629,92;33665,02;5,368410044;-1055,42
19/12/2022;32592,9;32995,1;32541,3;32862,1;584,38;203436;42,62;32959,07;32632,23;33601,52;5,468050988;-739,42
20/12/2022;33018,9;33439,6;32944,3;33356,6;587,22;164272;49,9;32974,66;32639,44;33586,82;4,297342521;-230,22
21/12/2022;33435,9;33459,4;32577,6;32882,6;611,97;189898;44,12;32971,05;32641,86;33541,12;5,362600077;-658,52
22/12/2022;33076,9;33223,1;32814,6;33186,6;601,4;179658;48,26;32979,5;32647,28;33520,61;4,674118918;-334,01
26/12/2022;33358,4;33429,8;33059,1;33239,6;584,19;145904;48,97;32989,7;32653,17;33508,01;3,963850382;-268,41
27/12/2022;33317,9;33388,1;32918,6;33026,1;592,95;153026;46,22;32991,13;32656,88;33486,35;4,372000604;-460,25
28/12/2022;32852,9;33297,1;32828,9;33247,6;598,41;150844;49,39;33001,19;32662,76;33476,22;4,63257765;-228,62
29/12/2022;33103,4;33153,3;32838,1;32890,6;598,63;144528;44,8;32996,85;32665,03;33453,35;4,605851799;-562,75
02/01/2023;33195,4;33491,3;32842,9;33026,8;614,81;197653;46,83;32998,02;32668,63;32969,27;4,591907877;57,53
03/01/2023;33166,1;33414,9;33027,9;33198,8;563,74;154083;49,36;33005,9;32673,9;33040,54;4,008474995;158,26
04/01/2023;33225,7;33311,4;32804,9;33032,1;549,16;173813;47,03;33006,92;32677,47;33038,35;3,689491979;-6,25
05/01/2023;33027,6;33672,8;32896,5;33665,3;531,99;160172;55,62;33032,74;32687,3;33159,3;3,420567443;506
08/01/2023;33685,6;33933,9;33554,2;33563,7;515,69;134846;54,11;33053,56;32696,02;33215,8;1,489654039;347,9
09/01/2023;33475,3;33663,9;33342,8;33601,5;504,26;144077;54,6;33075,05;32705,03;33265,9;2,11029429;335,6
10/01/2023;33715,4;33925,5;33685,4;33910,5;494,99;117617;58,55;33107,82;32717,02;33327,7;1,104469549;582,8
11/01/2023;33960,7;34297,7;33718,2;34203,7;495,13;171978;61,93;33150,79;32731,82;33435,41;1,419437078;768,29
12/01/2023;34137,1;34274,8;33881,1;34236,1;460,26;140684;62,29;33193,35;32746,78;33508,58;1,036917172;727,52
15/01/2023;34295,6;34327,7;34190,1;34267,7;440,91;36153;62,67;33235,48;32761,92;33526;0,226452315;741,7
16/01/2023;34219;34266,2;33882,2;33951,7;441,97;128191;56,58;33263,57;32773,76;33558,03;1,124966076;393,67
17/01/2023;33943,2;34016,5;33420,1;33446,1;451,04;137456;48,47;33270,73;32780,45;33549,67;2,473466267;-103,57
18/01/2023;33215,7;33261,2;32958,2;33183,4;452,44;158826;44,86;33267,3;32784,45;33520,59;3,821382818;-337,19
19/01/2023;33081,5;33270,7;32934,4;33266,7;447,21;129020;46,23;33267,28;32789,25;33505,2;3,890835977;-238,5
22/01/2023;33383,7;33789,4;33310,8;33535,3;438,24;125685;50,48;33277,79;32796,68;33506,88;2,79242552;28,42
23/01/2023;33641,2;33786,9;33380,7;33773,4;439,53;127255;53,96;33297,23;32806,4;33521,12;2,588443345;252,28
24/01/2023;33664,8;33739,1;33269,2;33713,7;439,36;136483;52,96;33313,56;32815,42;33531,55;2,913822638;182,15
25/01/2023;33743,3;33911,6;33630,1;33875,2;404,02;148526;55,38;33335,58;32825,97;33550,69;1,86064428;324,51
26/01/2023;33917,1;34128,7;33831,1;34117,2;398,16;119277;58,79;33366,24;32838,82;33574,94;1,274086093;542,26
29/01/2023;33862,5;34055,6;33704,4;33767,7;404,71;135704;52,53;33381,98;32848,06;33583,89;1,643822025;183,81
30/01/2023;33705,5;33963,7;33511,3;33930,7;413,88;125203;54,94;33403,5;32858,83;33598,14;2,207326433;332,56
31/01/2023;34001,3;34150,2;33572,2;34041,2;413,77;130741;56,55;33428,51;32870,6;34041,2;2,029608057;0
01/02/2023;34037,4;34152,7;33809;33864,1;410,2;161096;53,27;33445,59;32880,48;33943,44;1,338578311;-79,34
02/02/2023;34045,4;34184,7;33781,7;33863,6;429,16;162021;53,26;33461,98;32890,26;33914,94;1,41824517;-51,34
05/02/2023;33799,3;33969,4;33638,7;33888,4;425,24;136906;53,7;33478,7;32900,2;33908,79;1,835547761;-20,39
06/02/2023;33898,4;34180,9;33630,9;34048,4;421,93;149621;56,52;33501,04;32911,62;33937;1,85830972;111,4
07/02/2023;34135,8;34156,4;33909,4;33990,1;404,72;136744;55,2;33520,22;32922,35;33945,28;1,045591038;44,82
08/02/2023;34026,9;34247,2;33758,7;33772,7;415,59;145010;50,46;33530,12;32930,81;33920,8;1,485363768;-148,1
09/02/2023;33693,3;33890,4;33516,1;33838,5;404,99;156978;51,81;33542,22;32939,84;33909,84;2,193319073;-71,34
12/02/2023;33792,3;34243,7;33787,3;34167,7;408,58;105755;57,97;33566,75;32952,06;33931,06;1,40190325;236,64
13/02/2023;34204,4;34511,2;33820,4;34161,4;421,91;165794;57,82;33590,07;32964,1;33957,39;1,305310832;204,01
14/02/2023;33941,5;34096,5;33827,7;34003,5;425,64;136780;53,99;33606,28;32974,44;33961,36;0,995091856;42,14
15/02/2023;34138,4;34174,1;33690,2;33995,2;438,94;142404;53,79;33621,53;32984,59;33964,15;1,397518709;31,05
16/02/2023;33578,3;33819,6;33470,7;33811,6;446,92;146425;49,39;33628,98;32992,82;33952,24;2,039938304;-140,64
19/02/2023;33802,1;33832,1;33695,3;33737,3;424,38;35989;47,69;33633,23;33000,23;33948,2;1,382592331;-210,9
20/02/2023;33702,2;33717,5;33114,6;33184,6;427,57;135207;37,39;33615,64;33002,07;33897,77;3,082150686;-713,17
21/02/2023;33165,9;33246,2;32981,1;32985,6;421,96;140049;34,5;33590,93;33001,9;33839,37;3,472870577;-853,77
22/02/2023;33126,6;33264,9;32797,7;33104,3;426,54;137054;37,6;33571,85;33002,92;33796,03;4,009634831;-691,73
23/02/2023;33122,6;33126,1;32631,7;32871,9;438,24;137218;34,19;33544,4;33001,62;33744,52;4,495473795;-872,62
26/02/2023;32782,5;33192,6;32780,5;32910,5;428,39;117276;35,24;33519,54;33000,71;33706,6;4,059974771;-796,1
27/02/2023;32901,1;32992,1;32669,5;32719,3;433,79;125031;32,48;33488,16;32997,91;33660,95;4,384842995;-941,65
28/02/2023;32682,2;32751,1;32496,1;32579,2;417,11;133157;30,58;33452,51;32993,74;32579,2;4,892339841;0
01/03/2023;32691,7;32984,8;32605;32960,8;419,34;148735;40,72;33433,23;32993,42;32780,54;4,573617774;180,26
02/03/2023;32977,9;33356,4;32931,4;33354,9;417,1;110378;49;33430,16;32997,01;32942,16;3,618329592;412,74
05/03/2023;33403,1;33577;33340;33410;384,69;112515;50,05;33429,37;33001,12;33046,44;2,422463321;363,56
06/03/2023;33462,7;33496,7;32834,9;32840,4;408,12;132019;40,72;33406,27;32999,52;33003,72;3,900760075;-163,32
07/03/2023;32869,6;32921,1;32611,9;32683;395,64;132869;38,57;33377,91;32996,37;32948,36;4,553423262;-265,36
08/03/2023;32738,2;32981,7;32398;32402,5;399,87;138098;35,04;33339,66;32990,46;32865,32;5,179453109;-462,82
09/03/2023;32022,2;32420,6;31781,6;32021,6;435,74;177232;30,89;33287,97;32980,82;32727,5;6,983496109;-705,9
12/03/2023;32322,3;32322,3;31520,3;31821,9;448,55;233038;28,96;33230,47;32969,29;32567,38;7,748253467;-745,48
13/03/2023;31897,6;32281,5;31795,9;32144,9;464,3;176527;35,94;33187,9;32961,09;32517,48;6,941643716;-372,58
14/03/2023;32161;32178,5;31425,6;31892,8;484,71;237419;33,2;33137,11;32950,46;32431,85;8,008453986;-539,05
15/03/2023;31973,2;32281,6;31565,2;32247,1;500,56;229114;40,12;33102,21;32943,46;32410,27;7,170732425;-163,17
16/03/2023;32244,9;32339,9;31720,6;31847,6;515,36;198583;35,64;33053,01;32932,56;32358,53;6,690944604;-510,93
19/03/2023;31469,7;32287,9;31430,2;32225,9;553,59;203755;42,22;33020,58;32925,53;32347,1;7,043144956;-121,2
20/03/2023;32279,4;32596,4;32262,4;32547,5;561,84;136684;47,16;33002,02;32921,76;32358,05;4,371719136;189,45
21/03/2023;32534,8;32768,9;32006,9;32009,9;587,29;140799;40,87;32963,12;32912,69;32339,49;4,199640826;-329,59
22/03/2023;32141,3;32504,7;31839,9;32092,9;604,42;181678;42,15;32928,99;32904,53;32323,62;4,69949117;-230,72
23/03/2023;32178,5;32258,3;31737,3;32243,8;624,71;196400;44,51;32902,12;32897,96;32318,43;5,006584855;-74,63
26/03/2023;32402,8;32571;32220,8;32437,9;602,45;136400;47,48;32883,92;32893,38;32323,59;3,559413349;114,31
27/03/2023;32549,6;32583,1;32289,2;32393,6;601,36;118632;46,86;32864,69;32888,41;32326,13;3,354684226;67,47
28/03/2023;32548,3;32729,3;32529,6;32712,4;583,64;102707;51,72;32858,72;32886,66;32337,88;2,63513918;374,52
29/03/2023;32691,9;32929,9;32680,9;32856,5;555,79;119769;53,77;32858,63;32886,36;32355,64;2,182280754;500,86
30/03/2023;32879;33290,8;32818,5;33273,8;532,24;101662;59,19;32874,91;32890,21;32381,58;1,770428016;892,22
02/04/2023;33323,4;33637,5;33301,4;33598,1;523,53;107207;62,84;32903,27;32897,26;33440,25;0,883085651;157,85
03/04/2023;33606,8;33689,7;33274,8;33393,3;499,39;127660;59,24;32922,49;32902,19;33422,44;0,962256794;-29,14
04/04/2023;33396,6;33528,3;33314,5;33480,2;463,49;122456;60,28;32944,36;32907,94;33437,85;0,844095351;42,35
05/04/2023;33439,6;33542,6;33319,7;33487,3;435,17;115948;60,37;32965,65;32913,71;33447,82;0,828618285;39,48
09/04/2023;33494,1;33580,7;33333,2;33576,7;391,59;87029;61,53;32989,61;32920,3;33464,77;0,788437441;111,93
10/04/2023;33601,8;33781,6;33555,8;33685,1;381,25;89685;62,96;33016,89;32927,91;33491,06;0,383849239;194,04
11/04/2023;33694,9;33946,7;33594,1;33651;352,01;131789;62,18;33041,75;32935,11;33514,92;0,270149116;136,08
12/04/2023;33622,1;34054,8;33585;34029,8;338,08;116007;67,06;33080,5;32946;33574,68;1,307089668;455,12
13/04/2023;33942,7;34105,6;33724,7;33883,2;328,07;133365;63,64;33111,98;32955,33;33611;0,896567126;272,2
16/04/2023;33925,3;33982,3;33793,3;33980,3;316,56;108537;64,92;33146,03;32965,53;33643,29;0,694979107;337,01
17/04/2023;34013,3;34132,1;33782,1;33979,7;320,56;106269;64,9;33178,72;32975,62;33669,82;0,727891436;309,88
18/04/2023;33896,7;33960,1;33800,2;33898,1;309,41;95089;62,75;33206,93;32984,8;33684,87;0,674702761;213,23
19/04/2023;33873,9;33888,8;33661,8;33783,7;308,5;120693;59,76;33229,55;32992,75;33692,5;1,081405121;91,2
20/04/2023;33716,1;33861,2;33679,2;33813,8;287,76;115236;60,3;33252,46;33000,92;33700,82;1,030273466;112,98
23/04/2023;33657,2;33894,4;33638,6;33872;280,06;91560;61,37;33276,76;33009,58;33709,68;1,149580662;162,32
24/04/2023;33818,3;33866,4;33524,7;33528,7;275,23;116228;52,39;33286,64;33014,75;33698,53;1,484287301;-169,83
25/04/2023;33589,8;33644;33231,1;33306,5;289,45;132588;47,54;33287,42;33017,65;33672,78;2,347060518;-366,28
26/04/2023;33334,8;33861,4;33326,4;33828,9;313,16;115491;57,5;33308,65;33025,72;33681,23;2,067011854;147,67
27/04/2023;33759,2;34103,6;33644,6;34098,1;328,27;127671;61,55;33339,61;33036,39;33704,76;1,329986128;393,34
30/04/2023;34112,8;34265;34030,5;34047;328,89;91826;60,38;33367,35;33046,45;34047;0,198251515;0
01/05/2023;34056,3;34087,1;33432,1;33678,8;350,49;128320;52,58;33379,57;33052,74;33832,38;1,953188008;-153,58
02/05/2023;33733,8;33820,7;33396,7;33414,7;347,22;137933;47,81;33380,94;33056,34;33671,49;2,057006109;-256,79
